TCRD ID	TDL	IDG_Family	IDG_Family_Extended	Name	UniProt
446	Tchem	Enzyme	peptidase	ACRO_HUMAN	P10323
447	Tdark	Enzyme	ATP=dependent_AMP-binding	ACS2B_HUMAN	Q68CK6
448	Tbio	Enzyme	ATP=dependent_AMP-binding	ACSA_HUMAN	Q9NR19
449	Tbio			ACTN4_HUMAN	O43707
450	Tbio		actin_family	ACTZ_HUMAN	P61163
451	Tchem	Kinase	Kinase	ACV1B_HUMAN	P36896
452	Tdark	Enzyme	peptidase	ADA20_HUMAN	O43506
453	Tbio	Enzyme		ADA22_HUMAN	Q9P0K1
454	Tdark	Enzyme		ADA30_HUMAN	Q9UKF2
455	Tchem	Enzyme	peptidase	ADA33_HUMAN	Q9BZ11
456	Tbio			ADAP2_HUMAN	Q9NPF8
457	Tdark	Kinase	Kinase	ADCK1_HUMAN	Q86TW2
458	Tdark	Enzyme		ADCL2_HUMAN	Q6P093
459	Tbio	Enzyme	peptidase	ADEC1_HUMAN	O15204
460	Tbio			ADIPL_HUMAN	Q5T7M4
461	Tbio			ADIPO_HUMAN	Q15848
462	Tbio	Enzyme		ADPPT_HUMAN	Q9NRN7
463	Tdark	Enzyme	phosphatase	ADPRM_HUMAN	Q3LIE5
464	Tbio	Transporter	SLC25A_transporter	ADT3_HUMAN	P12236
465	Tbio			ADTRP_HUMAN	Q96IZ2
466	Tbio			AEBP2_HUMAN	Q6ZN18
467	Tbio	TF	TF	AFF4_HUMAN	Q9UHB7
468	Tdark			AFTIN_HUMAN	Q6ULP2
469	Tbio			AGO1_HUMAN	Q9UL18
470	Tbio			AGO2_HUMAN	Q9UKV8
471	Tbio			AGR3_HUMAN	Q8TD06
472	Tbio	GPCR	GPCR	AGRB2_HUMAN	O60241
473	Tdark	GPCR	GPCR	AGRF2_HUMAN	Q8IZF7
474	Tdark	GPCR	GPCR	AGRF4_HUMAN	Q8IZF3
475	Tbio	GPCR	GPCR	AGRL1_HUMAN	O94910
476	Tbio			AGRP_HUMAN	O00253
477	Tbio	Enzyme		AGT2_HUMAN	Q9BYV1
478	Tbio	Enzyme		AKP8L_HUMAN	Q9ULX6
479	Tchem	Enzyme	aldehyde_dehydrogenase	AL1A1_HUMAN	P00352
480	Tbio	Enzyme	aldehyde_dehydrogenase	AL7A1_HUMAN	P49419
481	Tbio	Enzyme	aldehyde_dehydrogenase	AL9A1_HUMAN	P49189
482	Tbio	Enzyme		ALAT1_HUMAN	P24298
483	Tbio	Enzyme	glycosyltransferase	ALG5_HUMAN	Q9Y673
484	Tbio	GPCR	GPCR	ACKR4_HUMAN	Q9NPB9
485	Tclin	GPCR	GPCR	ACM5_HUMAN	P08912
486	Tbio	Enzyme	ATP=dependent_AMP-binding	ACS2L_HUMAN	Q9NUB1
487	Tbio	Enzyme	ATP=dependent_AMP-binding	ACSL1_HUMAN	P33121
488	Tbio	Enzyme	ATP=dependent_AMP-binding	ACSL4_HUMAN	O60488
489	Tbio	Enzyme	ATP=dependent_AMP-binding	ACSM3_HUMAN	Q53FZ2
490	Tdark	Enzyme	ATP=dependent_AMP-binding	ACSM4_HUMAN	P0C7M7
491	Tdark	Enzyme	ATP=dependent_AMP-binding	ACSM6_HUMAN	Q6P461
492	Tclin	GPCR	GPCR	ACTHR_HUMAN	Q01718
493	Tdark		actin_family	ACTL8_HUMAN	Q9H568
494	Tbio			ACTN1_HUMAN	P12814
495	Tclin	GPCR	GPCR	ADA1D_HUMAN	P25100
496	Tclin	GPCR	GPCR	ADA2B_HUMAN	P18089
497	Tchem	Enzyme		ADAM8_HUMAN	P78325
498	Tchem	Enzyme		ADCY1_HUMAN	Q08828
499	Tbio	Enzyme		ADCY8_HUMAN	P40145
500	Tdark			ADNP2_HUMAN	Q6IQ32
501	Tchem	Kinase	Kinase	ADK_HUMAN	P55263
502	Tclin	GPCR	GPCR	ADRB3_HUMAN	P13945
503	Tbio	Enzyme		AEN_HUMAN	Q8WTP8
504	Tbio			AF1Q_HUMAN	Q13015
505	Tbio			AF9_HUMAN	P42568
506	Tbio			AFAD_HUMAN	P55196
507	Tbio	Enzyme	GTPase	AGAP1_HUMAN	Q9UPQ3
508	Tdark	Enzyme	GTPase	AGAP3_HUMAN	Q96P47
509	Tbio			AGO4_HUMAN	Q9HCK5
510	Tdark	GPCR	GPCR	AGRF1_HUMAN	Q5T601
511	Tchem	GPCR	GPCR	AGRG3_HUMAN	Q86Y34
512	Tdark	GPCR	GPCR	AGRG5_HUMAN	Q8IZF4
513	Tbio	GPCR	GPCR	AGRL4_HUMAN	Q9HBW9
514	Tdark			AHDC1_HUMAN	Q5TGY3
515	Tbio			AHI1_HUMAN	Q8N157
516	Tbio			AIDA_HUMAN	Q96BJ3
517	Tbio			AIG1_HUMAN	Q9NVV5
518	Tbio	TF; Epigenetic	TF	AIRE_HUMAN	O43918
519	Tchem	Enzyme	aldo/keto_reductase	AK1BA_HUMAN	O60218
520	Tchem	Enzyme	aldo/keto_reductase	AK1C1_HUMAN	Q04828
521	Tchem	Enzyme	aldo/keto_reductase	AK1C2_HUMAN	P52895
522	Tchem	Enzyme	aldo/keto_reductase	AK1C3_HUMAN	P42330
523	Tbio	Enzyme		AKA7G_HUMAN	Q9P0M2
524	Tbio	Enzyme		AKAP6_HUMAN	Q13023
525	Tchem	Kinase	Kinase	AKT2_HUMAN	P31751
526	Tdark			AL14E_HUMAN	Q8N8R7
527	Tbio	Enzyme		ALDOB_HUMAN	P05062
528	Tdark	Enzyme		ALG14_HUMAN	Q96F25
529	Tbio	Enzyme	glycosyltransferase	ALG1_HUMAN	Q9BT22
530	Tdark	Enzyme		ALG6_HUMAN	Q9Y672
531	Tbio	Enzyme		ALKB1_HUMAN	Q13686
532	Tbio	Enzyme		ALKMO_HUMAN	Q6ZNB7
533	Tdark			ALM1L_HUMAN	Q96L16
534	Tbio			ACRBP_HUMAN	Q8NEB7
535	Tbio		actin_family	ACTA_HUMAN	P62736
536	Tdark		actin_family	ACTBL_HUMAN	Q562R1
537	Tbio		actin_family	ACTB_HUMAN	P60709
538	Tbio			ACTN2_HUMAN	P35609
539	Tdark		actin_family	ACTT2_HUMAN	Q8TDY3
540	Tclin	GPCR	GPCR	ADA2C_HUMAN	P18825
541	Tbio	Enzyme		ADAD1_HUMAN	Q96M93
542	Tdark			ADAS1_HUMAN	A8MUL3
543	Tbio	Enzyme		ADAT1_HUMAN	Q9BUB4
544	Tbio	Kinase	Kinase	ADCK2_HUMAN	Q7Z695
545	Tbio	Enzyme		ADCY4_HUMAN	Q8NFM4
546	Tbio	Enzyme		ADCY6_HUMAN	O43306
547	Tchem	Enzyme		ADCY5_HUMAN	O95622
548	Tbio	Enzyme	zinc-containing_alcohol_dehydrogenase	ADH6_HUMAN	P28332
549	Tbio	Enzyme	zinc-containing_alcohol_dehydrogenase	ADHX_HUMAN	P11766
550	Tbio		ADIPOR	ADR1_HUMAN	Q96A54
551	Tbio			ADRM1_HUMAN	Q16186
552	Tbio			ADX_HUMAN	P10109
553	Tbio			AES_HUMAN	Q08117
554	Tbio	Epigenetic		AF10_HUMAN	P55197
555	Tbio			AFAM_HUMAN	P43652
556	Tbio	Enzyme	peptidase	AFG32_HUMAN	Q9Y4W6
557	Tbio	Enzyme		AG10A_HUMAN	Q5BKT4
558	Tdark	GPCR	GPCR	AGRD2_HUMAN	Q7Z7M1
559	Tbio	GPCR	GPCR	AGRE1_HUMAN	Q14246
560	Tbio	GPCR	GPCR	AGRE3_HUMAN	Q9BY15
561	Tdark	GPCR	GPCR	AGRF3_HUMAN	Q8IZF5
562	Tbio	GPCR	GPCR	AGRG2_HUMAN	Q8IZP9
563	Tchem	GPCR	GPCR	AGTR2_HUMAN	P50052
564	Tchem	TF	TF	AHR_HUMAN	P35869
565	Tbio			AIF1_HUMAN	P55008
566	Tbio			AIFM3_HUMAN	Q96NN9
567	Tbio			AIPL1_HUMAN	Q9NZN9
568	Tbio			AJUBA_HUMAN	Q96IF1
569	Tbio	Enzyme	aldo/keto_reductase	AK1C4_HUMAN	P17516
570	Tbio	Enzyme		AKA11_HUMAN	Q9UKA4
571	Tdark	Enzyme	aldo/keto_reductase	AKCL1_HUMAN	Q5T2L2
572	Tchem	Kinase	Kinase	AKT1_HUMAN	P31749
573	Tdark			AL2SB_HUMAN	Q96Q35
574	Tbio	Enzyme	aldehyde_dehydrogenase	AL3A2_HUMAN	P51648
575	Tchem	Enzyme		AL5AP_HUMAN	P20292
576	Tdark	Enzyme	glycosyltransferase	ALG1L_HUMAN	Q6GMV1
577	Tdark	Enzyme		ALLC_HUMAN	Q8N6M5
578	Tbio			ALMS1_HUMAN	Q8TCU4
579	Tbio			AMRA1_HUMAN	Q9C0C7
580	Tbio	Enzyme	ATP=dependent_AMP-binding	ACSM1_HUMAN	Q08AH1
581	Tdark	Enzyme	ATP=dependent_AMP-binding	ACSM5_HUMAN	Q6NUN0
582	Tbio		actin_family	ACTG_HUMAN	P63261
583	Tdark		actin_family	ACTL9_HUMAN	Q8TC94
584	Tbio			ACTN3_HUMAN	Q08043
585	Tbio	Enzyme		ADA11_HUMAN	O75078
586	Tbio	Enzyme	peptidase	ADA19_HUMAN	Q9H013
587	Tclin	GPCR	GPCR	ADA1B_HUMAN	P35368
588	Tdark	Enzyme		ADA21_HUMAN	Q9UKJ8
589	Tbio	Enzyme		ADA28_HUMAN	Q9UKQ2
590	Tbio	Enzyme		ADAM2_HUMAN	Q99965
591	Tdark	Enzyme		ADAM7_HUMAN	Q9H2U9
592	Tchem	Enzyme	peptidase	ADAM9_HUMAN	Q13443
593	Tdark	Kinase	Kinase	ADCK5_HUMAN	Q3MIX3
594	Tbio	Enzyme	aldolase_class2	ADDA_HUMAN	P35611
595	Tbio	Enzyme	aldolase_class2	ADDG_HUMAN	Q9UEY8
596	Tclin	Enzyme	zinc-containing_alcohol_dehydrogenase	ADH1A_HUMAN	P07327
597	Tclin	Enzyme	zinc-containing_alcohol_dehydrogenase	ADH1B_HUMAN	P00325
598	Tclin	Enzyme	zinc-containing_alcohol_dehydrogenase	ADH1G_HUMAN	P00326
599	Tbio	TF	TF	ADNP_HUMAN	Q9H2P0
600	Tbio	Kinase	Kinase	ADPGK_HUMAN	Q9BRR6
601	Tbio		ADIPOR	ADR2_HUMAN	Q86V24
602	Tbio	Enzyme		ADRO_HUMAN	P22570
603	Tdark	Epigenetic		AF17_HUMAN	P55198
604	Tbio	Enzyme	GTPase	AGAP2_HUMAN	Q99490
605	Tdark	Enzyme	GTPase	AGAP4_HUMAN	Q96P64
606	Tdark	Enzyme	GTPase	AGAP7_HUMAN	Q5VUJ5
607	Tdark			AGIT1_HUMAN	Q9H0P7
608	Tbio	Enzyme		AHSA1_HUMAN	O95433
609	Tchem	Enzyme	aldo/keto_reductase	AK1A1_HUMAN	P14550
610	Tbio	Enzyme	aldo/keto_reductase	AK1BF_HUMAN	C9JRZ8
611	Tbio	Enzyme		AKAP4_HUMAN	Q5JQC9
612	Tbio	Enzyme		AKAP5_HUMAN	P24588
613	Tchem	Kinase	Kinase	AKT3_HUMAN	Q9Y243
614	Tbio	Enzyme	aldehyde_dehydrogenase	AL1B1_HUMAN	P30837
615	Tbio	Enzyme		AL1L1_HUMAN	O75891
616	Tdark			AL2SA_HUMAN	Q53TS8
617	Tbio	Enzyme	aldehyde_dehydrogenase	AL8A1_HUMAN	Q9H2A2
618	Tclin	Enzyme	aldehyde_dehydrogenase	ALDH2_HUMAN	P05091
619	Tbio	Enzyme		ALDOC_HUMAN	P09972
620	Tclin	Enzyme	aldo/keto_reductase	ALDR_HUMAN	P15121
621	Tbio	Enzyme	glycosyltransferase	ALG12_HUMAN	Q9BV10
622	Tbio	Enzyme	glycosyltransferase	ALG9_HUMAN	Q9H6U8
623	Tdark	Enzyme		ALKB4_HUMAN	Q9NXW9
624	Tdark	Kinase	Kinase	ALPK3_HUMAN	Q96L96
625	Tbio			AMOL2_HUMAN	Q9Y2J4
626	Tbio			AMOT_HUMAN	Q4VCS5
627	Tbio			AMPH_HUMAN	P49418
628	Tchem	Enzyme	peptidase	AMPL_HUMAN	P28838
629	Tbio			AMTN_HUMAN	Q6UX39
630	Tdark	Enzyme	peptidase	AMZ2_HUMAN	Q86W34
631	Tbio			AN32E_HUMAN	Q9BTT0
632	Tdark			AN34A_HUMAN	Q69YU3
633	Tdark			AN34C_HUMAN	P0C6C1
634	Tbio			ANFY1_HUMAN	Q9P2R3
635	Tbio			ANFC_HUMAN	P23582
636	Tbio			ANGL3_HUMAN	Q9Y5C1
637	Tchem			ANF_HUMAN	P01160
638	Tbio			ANGP1_HUMAN	Q15389
639	Tdark			ANKF1_HUMAN	Q8N957
640	Tbio			ANKH1_HUMAN	Q8IWZ3
641	Tbio			ANKL1_HUMAN	Q8NAG6
642	Tbio			ANKR1_HUMAN	Q15327
643	Tdark			ANKS3_HUMAN	Q6ZW76
644	Tbio			ANKS6_HUMAN	Q68DC2
645	Tbio			ANLN_HUMAN	Q9NQW6
646	Tchem	Epigenetic		ANM1_HUMAN	Q99873
647	Tbio			ANO10_HUMAN	Q9NW15
648	Tbio			ANO8_HUMAN	Q9HCE9
649	Tclin	Kinase	Kinase	ANPRA_HUMAN	P16066
650	Tbio	Kinase	Kinase	ANPRB_HUMAN	P20594
651	Tdark	Enzyme		ADA32_HUMAN	Q8TC27
652	Tbio	Kinase	Kinase	ADCK4_HUMAN	Q96D53
653	Tdark	Enzyme		ADCL4_HUMAN	Q5VUY2
654	Tbio	Enzyme		ADCY7_HUMAN	P51828
655	Tdark			ADGB_HUMAN	Q8N7X0
656	Tbio	Enzyme	zinc-containing_alcohol_dehydrogenase	ADH4_HUMAN	P08319
657	Tchem	Enzyme	zinc-containing_alcohol_dehydrogenase	ADH7_HUMAN	P40394
658	Tbio			ADIP_HUMAN	Q9Y2D8
659	Tdark			ADM5_HUMAN	C9JUS6
660	Tbio	Enzyme		ADPRH_HUMAN	P54922
661	Tbio			ADML_HUMAN	P35318
662	Tclin	GPCR	GPCR	ADRB1_HUMAN	P08588
663	Tclin	GPCR	GPCR	ADRB2_HUMAN	P07550
664	Tbio	Transporter	SLC25A_transporter	ADT2_HUMAN	P05141
665	Tbio	Transporter	SLC25A_transporter	ADT4_HUMAN	Q9H0C2
666	Tdark			ADXL_HUMAN	Q6P4F2
667	Tbio			AFAP1_HUMAN	Q8N556
668	Tbio	Enzyme		AG10B_HUMAN	Q5I7T1
669	Tdark	Enzyme	glycosyltransferase	AG1L2_HUMAN	C9J202
670	Tdark	Enzyme	GTPase	AGAP5_HUMAN	A6NIR3
671	Tbio			AGFG2_HUMAN	O95081
672	Tbio	Enzyme		AGK_HUMAN	Q53H12
673	Tbio	GPCR	GPCR	AGRB3_HUMAN	O60242
674	Tdark			AHNK2_HUMAN	Q8IVF2
675	Tbio			AHNK_HUMAN	Q09666
676	Tdark	Enzyme		AHSA2_HUMAN	Q719I0
677	Tdark			AIF1L_HUMAN	Q9BQI0
678	Tbio			AIP_HUMAN	O00170
679	Tbio	Enzyme		AKA10_HUMAN	O43572
680	Tbio	Enzyme		AKA7A_HUMAN	O43687
681	Tdark	Enzyme		AKAP2_HUMAN	Q9Y2D5
682	Tbio	Enzyme		AKAP9_HUMAN	Q99996
683	Tbio			AKIR2_HUMAN	Q53H80
684	Tbio			AKNA_HUMAN	Q7Z591
685	Tbio	Enzyme		AKP13_HUMAN	Q12802
686	Tbio		ubiquitin-conjugating_enzyme	AKTIP_HUMAN	Q9H8T0
687	Tbio	Enzyme	aldehyde_dehydrogenase	AL1A3_HUMAN	P47895
688	Tchem	Enzyme	aldehyde_dehydrogenase	AL3A1_HUMAN	P30838
689	Tbio			ALEX_HUMAN	P84996
690	Tbio	Enzyme	glycosyltransferase	ALG11_HUMAN	Q2TAA5
691	Tbio	TF	TF	ALX3_HUMAN	O95076
692	Tbio			AMBN_HUMAN	Q9NP70
693	Tbio			AMBP_HUMAN	P02760
694	Tbio			AMELX_HUMAN	Q99217
695	Tbio			AMER1_HUMAN	Q5JTC6
696	Tbio			AMN1_HUMAN	Q8IY45
697	Tdark			AN13D_HUMAN	Q6ZTN6
698	Tdark			AN30B_HUMAN	Q9BXX2
699	Tbio			AN32A_HUMAN	P39687
700	Tbio			ANFB_HUMAN	P16860
701	Tbio			ANGL2_HUMAN	Q9UKU9
702	Tbio			ANGL1_HUMAN	O95841
703	Tdark			ANGL5_HUMAN	Q86XS5
704	Tbio			ANK2_HUMAN	Q01484
705	Tdark			ANKR9_HUMAN	Q96BM1
706	Tdark			ANKY1_HUMAN	Q9P2S6
707	Tchem	Epigenetic		ANM3_HUMAN	O60678
708	Tbio	Epigenetic		ANM5_HUMAN	O14744
709	Tclin	IC	IC	ANO1_HUMAN	Q5XXA6
710	Tbio			ANO9_HUMAN	A1A5B4
711	Tdark			ANR10_HUMAN	Q9NXR5
712	Tdark			ANR12_HUMAN	Q6UB98
713	Tdark			ANR61_HUMAN	A6NGH8
714	Tdark			ANR66_HUMAN	B4E2M5
715	Tclin		serpin_family	ANT3_HUMAN	P01008
716	Tbio			ANXA6_HUMAN	P08133
717	Tbio			ANXA8_HUMAN	P13928
718	Tchem	Enzyme		AOC1_HUMAN	P19801
719	Tclin	Enzyme		AOFA_HUMAN	P21397
720	Tclin	Enzyme		AOFB_HUMAN	P27338
721	Tbio	Enzyme		AOXA_HUMAN	Q06278
722	Tbio			AP1G1_HUMAN	O43747
723	Tbio		adaptor_complexes_large_subunit	AP2A1_HUMAN	O95782
724	Tbio	TF	TF	AP2C_HUMAN	Q92754
725	Tbio		adaptor_complexes_large_subunit	AP3B1_HUMAN	O00203
726	Tbio			AP3D1_HUMAN	O14617
727	Tdark		adaptor_complexes_small_subunit	AP3S2_HUMAN	P59780
728	Tdark		adaptor_complexes_large_subunit	AP4E1_HUMAN	Q9UPM8
729	Tbio			APBB3_HUMAN	O95704
730	Tbio	Transporter	SLC25A_transporter	ADT1_HUMAN	P12235
731	Tbio	Enzyme		AEDO_HUMAN	Q96SZ5
732	Tbio	TF	TF	AFF2_HUMAN	P51816
733	Tbio			AGGF1_HUMAN	Q8N302
734	Tdark	GPCR	GPCR	AGRA1_HUMAN	Q86SQ6
735	Tbio	GPCR	GPCR	AGRA3_HUMAN	Q8IWK6
736	Tdark	GPCR	GPCR	AGRE4_HUMAN	Q86SQ3
737	Tbio	GPCR	GPCR	AGRL3_HUMAN	Q9HAR2
738	Tbio			AIFM1_HUMAN	O95831
739	Tbio			AIM1_HUMAN	Q9Y4K1
740	Tbio			AIM2_HUMAN	O14862
741	Tbio			AJAP1_HUMAN	Q9UKB5
742	Tbio	Enzyme		AKAP3_HUMAN	O75969
743	Tdark			AKIB1_HUMAN	Q9P2G1
744	Tdark			AKIR1_HUMAN	Q9H9L7
745	Tbio	Enzyme	aldehyde_dehydrogenase	AL1A2_HUMAN	O94788
746	Tbio			AL2CL_HUMAN	Q60I27
747	Tdark	Enzyme	aldehyde_dehydrogenase	AL3B2_HUMAN	P48448
748	Tchem			ALBU_HUMAN	P02768
749	Tbio	Enzyme		ALG13_HUMAN	Q9NP73
750	Tdark	Enzyme	glycosyltransferase	ALG3_HUMAN	Q92685
751	Tbio	Kinase	Kinase	ALPK1_HUMAN	Q96QP1
752	Tchem	Enzyme		ALR_HUMAN	P55789
753	Tbio	Kinase	Kinase	AMHR2_HUMAN	Q16671
754	Tbio			AMNLS_HUMAN	Q9BXJ7
755	Tchem	Enzyme	adenosine_and _AMP_deaminases	AMPD1_HUMAN	P23109
756	Tbio	Enzyme	peptidase	AMPQ_HUMAN	Q6Q4G3
757	Tbio	Enzyme	glycosyl_hydrolase	AMY2B_HUMAN	P19961
758	Tdark	Enzyme	peptidase	AMZ1_HUMAN	Q400G9
759	Tdark			AN13A_HUMAN	Q8IZ07
760	Tdark			AN13B_HUMAN	Q86YJ7
761	Tbio			ANGE2_HUMAN	Q5VTE6
762	Tdark			ANKE1_HUMAN	Q9NU02
763	Tbio	Kinase	Kinase	ANKK1_HUMAN	Q8NFD2
764	Tdark			ANKUB_HUMAN	A6NFN9
765	Tdark			ANKZ1_HUMAN	Q9H8Y5
766	Tbio	Epigenetic		ANM2_HUMAN	P55345
767	Tbio	Epigenetic		ANM7_HUMAN	Q9NVM4
768	Tdark			ANR19_HUMAN	Q9H560
769	Tbio			ANR23_HUMAN	Q86SG2
770	Tbio			ANR26_HUMAN	Q9UPS8
771	Tbio			ANR27_HUMAN	Q96NW4
772	Tbio			ANR50_HUMAN	Q9ULJ7
773	Tdark			ANR53_HUMAN	Q8N9V6
774	Tdark			ANR55_HUMAN	Q3KP44
775	Tdark			ANR63_HUMAN	C9JTQ0
776	Tdark			ANR65_HUMAN	E5RJM6
777	Tbio			ANXA3_HUMAN	P12429
778	Tbio			ANXA5_HUMAN	P08758
779	Tbio	Enzyme		AOAH_HUMAN	P28039
780	Tbio			AP1M1_HUMAN	Q9BXS5
781	Tbio	TF	TF	AP2A_HUMAN	P05549
782	Tbio			AP2M1_HUMAN	Q96CW1
783	Tdark			AP5B1_HUMAN	Q2VPB7
784	Tbio			APBA1_HUMAN	Q02410
785	Tbio			APBA2_HUMAN	Q99767
786	Tbio			APBB2_HUMAN	Q92870
787	Tbio			APBP2_HUMAN	Q92624
788	Tbio	Enzyme		APC10_HUMAN	Q9UM13
789	Tbio	Enzyme		APC13_HUMAN	Q9BS18
790	Tbio	Enzyme		APC4_HUMAN	Q9UJX5
791	Tbio	Enzyme		APC7_HUMAN	Q9UJX3
792	Tbio		apolipoprotein_family	APOA1_HUMAN	P02647
793	Tbio			AGR2_HUMAN	O95994
794	Tbio	TF	TF	AHRR_HUMAN	A9YTQ3
795	Tbio	Enzyme		AICDA_HUMAN	Q9GZX7
796	Tdark			AIM1L_HUMAN	Q8N1P7
797	Tbio	Enzyme		AIMP2_HUMAN	Q13155
798	Tbio	Enzyme	RNA_BP	AK17A_HUMAN	Q02040
799	Tdark	Enzyme		AKA28_HUMAN	Q86UN6
800	Tbio	Epigenetic		AKAP1_HUMAN	Q92667
801	Tbio	Enzyme		AKAP8_HUMAN	O43823
802	Tdark			AKD1A_HUMAN	Q495B1
803	Tchem			AKTS1_HUMAN	Q96B36
804	Tbio	Enzyme		AL1L2_HUMAN	Q3SY69
805	Tbio	Enzyme	aldehyde_dehydrogenase	AL3B1_HUMAN	P43353
806	Tbio	Enzyme	aldehyde_dehydrogenase	AL4A1_HUMAN	P30038
807	Tbio	Enzyme	glycosyltransferase	ALG2_HUMAN	Q9H553
808	Tbio	Enzyme		ALG8_HUMAN	Q9BVK2
809	Tdark	Enzyme		ALKB6_HUMAN	Q3KRA9
810	Tbio		RNA_BP	ALKB8_HUMAN	Q96BT7
811	Tdark	Kinase	Kinase	ALPK2_HUMAN	Q86TB3
812	Tchem	Enzyme		AMD_HUMAN	P19021
813	Tbio			AMER2_HUMAN	Q8N7J2
814	Tbio			AMGO2_HUMAN	Q86SJ2
815	Tbio			AMOL1_HUMAN	Q8IY63
816	Tchem	Enzyme	adenosine_and _AMP_deaminases	AMPD2_HUMAN	Q01433
817	Tchem	Enzyme	peptidase	AMPE_HUMAN	Q07075
818	Tchem	Enzyme	adenosine_and _AMP_deaminases	AMPD3_HUMAN	Q01432
819	Tchem	Enzyme	glycosyl_hydrolase	AMY1_HUMAN	P04745
820	Tclin	Enzyme	glycosyl_hydrolase	AMYP_HUMAN	P04746
821	Tbio			AN13C_HUMAN	Q8N6S4
822	Tdark			AN20B_HUMAN	Q5CZ79
823	Tdark			AN36B_HUMAN	Q8N2N9
824	Tbio	Enzyme		ANC2_HUMAN	Q9UJX6
825	Tbio			ANGE1_HUMAN	Q9UNK9
826	Tbio	Enzyme	pancreatic_ribonuclease	ANGI_HUMAN	P03950
827	Tbio			ANGP2_HUMAN	O15123
828	Tbio	Epigenetic		ANM8_HUMAN	Q9NR22
829	Tbio			ANO4_HUMAN	Q32M45
830	Tbio			ANO5_HUMAN	Q75V66
831	Tbio			ANO7_HUMAN	Q6IWH7
832	Tdark			ANR16_HUMAN	Q6P6B7
833	Tdark			ANR22_HUMAN	Q5VYY1
834	Tdark			ANR24_HUMAN	Q8TF21
835	Tbio	Enzyme	phosphatase	ANR28_HUMAN	O15084
836	Tdark			ANR31_HUMAN	Q8N7Z5
837	Tdark			ANR39_HUMAN	Q53RE8
838	Tdark			ANR46_HUMAN	Q86W74
839	Tbio			ANR54_HUMAN	Q6NXT1
840	Tdark			ANR60_HUMAN	Q9BZ19
841	Tbio			ANTR2_HUMAN	P58335
842	Tbio			AP1G2_HUMAN	O75843
843	Tbio		adaptor_complexes_large_subunit	AP2A2_HUMAN	O94973
844	Tbio		adaptor_complexes_large_subunit	AP2B1_HUMAN	P63010
845	Tbio	Enzyme	phosphatase	AP4A_HUMAN	P50583
846	Tdark			AP5S1_HUMAN	Q9NUS5
847	Tbio	Enzyme		APC11_HUMAN	Q9NYG5
848	Tchem	GPCR	GPCR	APJ_HUMAN	P35414
849	Tbio		apolipoprotein_family	APOC4_HUMAN	P55056
850	Tbio		apolipoprotein_family	APOL2_HUMAN	Q9BQE5
851	Tdark		MIP/aquaporin_family	AQ12B_HUMAN	A6NM10
852	Tbio		MIP/aquaporin_family	AQP3_HUMAN	Q92482
853	Tdark		MIP/aquaporin_family	AQP73_HUMAN	A6NL99
854	Tbio		MIP/aquaporin_family	AQP6_HUMAN	Q13520
855	Tbio	Kinase	Kinase	ARBK1_HUMAN	P25098
856	Tbio			ARC1B_HUMAN	O15143
857	Tbio	Enzyme	small GTPase	ARF4_HUMAN	P18085
858	Tbio			ARF_HUMAN	Q8N726
859	Tchem	Enzyme		ALKB3_HUMAN	Q96Q83
860	Tbio	Enzyme		ALKB5_HUMAN	Q6P6C2
861	Tbio	Enzyme		ALKB7_HUMAN	Q9BT30
862	Tclin	Kinase	Kinase	ALK_HUMAN	Q9UM73
863	Tbio	Enzyme		AMACR_HUMAN	Q9UHK6
864	Tdark			AMER3_HUMAN	Q8N944
865	Tbio	Enzyme		AMFR_HUMAN	Q9UKV5
866	Tbio			AMGO3_HUMAN	Q86WK7
867	Tbio			AMRP_HUMAN	P30533
868	Tdark			AN33B_HUMAN	A6NCL7
869	Tdark			AN36C_HUMAN	Q5JPF3
870	Tbio			ANGL7_HUMAN	O43827
871	Tbio		serpin_family	ANGT_HUMAN	P01019
872	Tbio			ANK3_HUMAN	Q12955
873	Tbio			ANKL2_HUMAN	Q86XL3
874	Tdark			ANKR7_HUMAN	Q92527
875	Tbio			ANO3_HUMAN	Q9BYT9
876	Tbio	IC	IC	ANO6_HUMAN	Q4KMQ2
877	Tbio			ANTR1_HUMAN	Q9H6X2
878	Tbio			ANX13_HUMAN	P27216
879	Tbio			ANXA9_HUMAN	O76027
880	Tbio			AP180_HUMAN	O60641
881	Tbio		adaptor_complexes_large_subunit	AP1B1_HUMAN	Q10567
882	Tbio			AP1M2_HUMAN	Q9Y6Q5
883	Tdark	TF	TF	AP2D_HUMAN	Q7Z6R9
884	Tbio	TF	TF	AP2E_HUMAN	Q6VUC0
885	Tdark			AP5M1_HUMAN	Q9H0R1
886	Tbio	TF	TF	AP5Z1_HUMAN	O43299
887	Tbio	Enzyme		APAF_HUMAN	O14727
888	Tdark	Enzyme		APC15_HUMAN	P60006
889	Tbio	Enzyme		APC1_HUMAN	Q9H1A4
890	Tbio		apolipoprotein_family	APOA4_HUMAN	P06727
891	Tbio		apolipoprotein_family	APOA5_HUMAN	Q6Q788
892	Tbio			APOBR_HUMAN	Q0VD83
893	Tchem			APOB_HUMAN	P04114
894	Tbio		apolipoprotein_family	APOL1_HUMAN	O14791
895	Tdark			APRG1_HUMAN	Q8IVJ8
896	Tbio	Enzyme		APT_HUMAN	P07741
