#virProtID	proteinName
1103	early protein E2 (gene: E2)
1104	early protein L1 (gene: L1)
1105	early protein E6 (gene: E6)
1106	early protein L2 (gene: L2)
1107	E2 (gene: E2)
1108	E6 (gene: E6)
1109	E7 (gene: E7)
1110	E1 (gene: E1)
1111	L2 (gene: L2)
1112	L1 (gene: L1)
1113	L1 (gene: L1)
1114	E7 (gene: E7)
1115	E6 (gene: E6)
1116	E2 (gene: E2)
1117	L2 (gene: L2)
1118	E1 (gene: E1)
1119	E2 (gene: E2)
1120	E7 (gene: E7)
1121	L2 (gene: L2)
1122	E1 (gene: E1)
1123	L1 (gene: L1)
1124	E6 (gene: E6)
1125	late protein (gene: L2)
1126	early protein (gene: E2)
1127	early protein (gene: E1)
1128	late protein (gene: L1)
1129	early protein (gene: E7)
1130	early protein (gene: E6)
1131	E7
1132	E2
1133	E1
1134	L2
1135	E6
1136	L1
1137	L2 protein (gene: L2)
1138	L1 protein (gene: L1)
1139	E1 protein (gene: E1)
1140	E2 protein (gene: E2)
1141	E7 protein (gene: E7)
1142	E6 protein (gene: E6)
1143	early protein (gene: E2)
1144	late protein (gene: L1)
1145	early protein (gene: E1)
1146	late protein (gene: L2)
1147	early protein (gene: E7)
1148	early protein (gene: E6)
1149	early protein (gene: E7)
1150	early protein (gene: E1)
1151	late protein (gene: L2)
1152	early protein (gene: E2)
1153	early protein (gene: E6)
1154	late protein (gene: L1)
1155	early protein (gene: E6)
1156	early protein (gene: E7)
1157	late protein (gene: L1)
1158	late protein (gene: L2)
1159	early protein (gene: E2)
1160	early protein (gene: E1)
1161	early protein (gene: E7)
1162	early protein (gene: E2)
1163	late protein (gene: L1)
1164	early protein (gene: E1)
1165	late protein (gene: L2)
1166	early protein (gene: E6)
1167	early protein (gene: E1)
1168	late protein (gene: L1)
1169	early protein (gene: E2)
1170	early protein (gene: E6)
1171	late protein (gene: L2)
1172	early protein (gene: E7)
1173	early protein (gene: E2)
1174	late protein (gene: L1)
1175	early protein (gene: E7)
1176	early protein (gene: E6)
1177	late protein (gene: L2)
1178	early protein (gene: E1)
1179	late protein (gene: L1)
1180	early protein (gene: E6)
1181	early protein (gene: E2)
1182	early protein (gene: E1)
1183	late protein (gene: L2)
1184	early protein (gene: E7)
1185	late protein (gene: L1)
1186	early protein (gene: E7)
1187	early protein (gene: E2)
1188	late protein (gene: L2)
1189	early protein (gene: E1)
1190	early protein (gene: E6)
1191	L1 protein (gene: L1)
1192	E1 protein (gene: E1)
1193	L2 protein (gene: L2)
1194	E2 protein (gene: E2)
1195	E7 protein (gene: E7)
1196	E6 protein (gene: E6)
1197	late protein (gene: L1)
1198	early protein (gene: E7)
1199	early protein (gene: E2)
1200	early protein (gene: E1)
1201	late protein (gene: L2)
1202	early protein (gene: E6)
1203	early protein (gene: E2)
1204	early protein (gene: E1)
1205	late protein (gene: L2)
1206	early protein (gene: E7)
1207	late protein (gene: L1)
1208	early protein (gene: E6)
1209	L2 protein (gene: L2)
1210	L1 protein (gene: L1)
1211	E1 protein (gene: E1)
1212	E6 protein (gene: E6)
1213	E2 protein (gene: E2)
1214	E7 protein (gene: E7)
1215	nucleocapsid protein (gene: NP)
1216	fusion protein (gene: F)
1217	matrix protein (gene: M)
1218	hemagglutinin-neuraminidase (gene: HN)
1219	large polymerase protein (gene: L)
1220	phosphoprotein (gene: P)
1221	capsid protein 2 (gene: VP2)
1222	11 kDa protein
1223	protein X
1224	non-structural protein NS1 (gene: NS)
1225	7.5 kDa protein
1226	capsid protein 1 (gene: VP1)
1227	agnoprotein
1228	VP3
1229	small t antigen
1230	large T antigen
1231	VP1
1232	VP2
1233	hypothetical protein
1234	hypothetical protein
1235	hypothetical protein
1236	hypothetical protein
1237	hypothetical protein
1238	hypothetical protein
1239	VP3 (gene: VP3)
1240	VP2 (gene: VP2)
1241	large T antigen
1242	alternative T antigen
1243	small T antigen
1244	VP1 (gene: VP1)
1245	VP1
1246	VP3
1247	large T antigen
1248	small T antigen
1249	VP2
1250	middle T antigen
1251	Gn protein
1252	excised_polyprotein 536..562
1253	RNA polymerase
1254	nonstructural protein
1255	nucleocapsid protein
1256	Gc glycoprotein
1257	rex (gene: rex)
1258	envelope (gene: env)
1259	group specific antigen (gene: gag)
1260	polymerase (gene: pol)
1261	transactivator (gene: tax)
1262	protease (gene: pro)
1263	protease (gene: pro)
1264	polymerase (gene: pol)
1265	tax protein (gene: tax)
1266	envelope glycoprotein (gene: env)
1267	group specific antigen (gene: gag)
1268	rex protein (gene: rex)
1269	ORF1
1270	ORF1/1
1271	ORF2/3
1272	ORF2/2
1273	ORF2
1274	ORF1/2
1275	minor capsid protein L2 (gene: L2)
1276	E4 protein (gene: E4)
1277	replication protein E1 (gene: E1)
1278	major capsid protein L1 (gene: L1)
1279	transforming protein E6 (gene: E6)
1280	transforming protein E7 (gene: E7)
1281	regulatory protein E2 (gene: E2)
1282	major capsid L1 protein (gene: L1)
1283	early protein E7 (gene: E7)
1284	early protein E4 (gene: E4)
1285	early protein E2 (gene: E2)
1286	early protein E6 (gene: E6)
1287	E1 (gene: E1)
1288	late protein L2 (gene: L2)
1289	ORF 1a
1290	surface spike glycoprotein
1291	ORF 1ab
1292	envelope protein
1293	ORF 4ab
1294	small membrane protein
1295	nucleocapsid protein
1296	capsid protein (gene: C)
1297	X protein (gene: X)
1298	small envelope protein (gene: S)
1299	polymerase (gene: P)
1300	pre-capsid protein (gene: C)
1301	large envelope protein (gene: S)
1302	middle envelope protein (gene: S)
1303	polymerase (L protein)
1304	protein C
1305	matrix (M) protein
1306	NS protein
1307	glycoprotein (G protein) precursor
1308	glycoprotein (G protein) mature peptide
1309	nucleocapsid (N) protein
1310	glycoprotein (gene: GP)
1311	VP35 (gene: VP35)
1312	VP40 (gene: VP40)
1313	polymerase (gene: L)
1314	nucleoprotein (gene: NP)
1315	VP24 (gene: VP24)
1316	VP30 (gene: VP30)
1317	glycoprotein (gene: GP)
1318	polymerase (gene: L)
1319	VP30 (gene: VP30)
1320	VP35 (gene: VP35)
1321	VP40 (gene: VP40)
1322	nucleoprotein (gene: NP)
1323	VP24 (gene: VP24)
1324	virion protein 30 (gene: VP30)
1325	virion protein 40 (gene: VP40)
1326	virion protein 35 (gene: VP35)
1327	nucleoprotein (gene: NP)
1328	L protein (gene: L)
1329	glycoprotein (gene: GP)
1330	virion protein 24 (gene: VP24)
1331	fusion protein (gene: F)
1332	large polymerase protein (gene: L)
1333	V protein (gene: V/P)
1334	nucleocapsid protein (gene: N)
1335	phosphoprotein (gene: V/P)
1336	attachment protein (gene: HN)
1337	membrane protein (gene: M)
1338	replication initiator
1339	M16p4
1340	M16p5
1341	M16p6
1342	M16p1
1343	major capsid protein
1344	M16p3
1345	regulatory protein E2
1346	E7 protein (gene: E7)
1347	major capsid L1 protein (gene: L1)
1348	E1
1349	minor capsid protein L2 (gene: L2)
1350	E8 protein (gene: E8)
1351	E6 protein (gene: E6)
1352	E7 protein
1353	E2 protein
1354	E6 protein
1355	L2 protein
1356	E1 protein
1357	putative E4 protein
1358	L1 protein
1359	E1 protein (gene: E1)
1360	E6 protein (gene: E6)
1361	E7 protein (gene: E7)
1362	L2 protein (gene: L2)
1363	L1 protein (gene: L1)
1364	E4 protein (gene: E4)
1365	E2 protein (gene: E2)
1366	E6 (gene: E6)
1367	L1 (gene: L1)
1368	E4 (gene: E4)
1369	E1 (gene: E1)
1370	L2 (gene: L2)
1371	E7 (gene: E7)
1372	E2 (gene: E2)
1373	late protein (gene: L1)
1374	envelope protein (gene: E6)
1375	envelope protein (gene: E2)
1376	envelope protein (gene: E7)
1377	late protein (gene: L1)
1378	envelope protein (gene: E1)
1379	late protein (gene: L2)
1380	E2 protein (gene: E2)
1381	E7 protein (gene: E7)
1382	E1 protein (gene: E1)
1383	L2 protein (gene: L2)
1384	L1 protein (gene: L1)
1385	E4 protein (gene: E4)
1386	E6 protein (gene: E6)
1387	E2 protein
1388	E7 protein
1389	E1 protein
1390	L1 protein
1391	E4 protein
1392	E6 protein
1393	L2 protein
1394	E2 protein (gene: E2)
1395	L1 protein (gene: L1)
1396	L2 protein (gene: L2)
1397	E1 protein (gene: E1)
1398	E7 protein (gene: E7)
1399	E4 protein (gene: E4)
1400	E6 protein (gene: E6)
1401	L2 protein
1402	E7 protein
1403	E1 protein
1404	L1 protein
1405	E6 protein
1406	E4 protein
1407	E2 protein
1408	E6 protein (gene: E6)
1409	L2 protein (gene: L2)
1410	L1 protein (gene: L1)
1411	E2 protein (gene: E2)
1412	E7 protein (gene: E7)
1413	E1 protein (gene: E1)
1414	E4 protein (gene: E4)
1415	L2 protein (gene: L2)
1416	L1 protein (gene: L1)
1417	E7 protein (gene: E7)
1418	E1 protein (gene: E1)
1419	E4 protein (gene: E4)
1420	E2 protein (gene: E2)
1421	E6 protein (gene: E6)
1422	E7 protein (gene: E7)
1423	E2 protein (gene: E2)
1424	L1 protein (gene: L1)
1425	E4 protein (gene: E4)
1426	E1 protein (gene: E1)
1427	E6 protein (gene: E6)
1428	L2 protein (gene: L2)
1429	L2 protein (gene: L2)
1430	E6 protein (gene: E6)
1431	E1 protein (gene: E1)
1432	E2 protein (gene: E2)
1433	E7 protein (gene: E7)
1434	L1 protein (gene: L1)
1435	E4 protein (gene: E4)
1436	E1 protein (gene: E1)
1437	E6 protein (gene: E6)
1438	L1 protein (gene: L1)
1439	E2 protein (gene: E2)
1440	L2 protein (gene: L2)
1441	E4 protein (gene: E4)
1442	E7 protein (gene: E7)
1443	E1 protein (gene: E1)
1444	L2 protein (gene: L2)
1445	E6 protein (gene: E6)
1446	E4 protein (gene: E4)
1447	L1 protein (gene: L1)
1448	E7 protein (gene: E7)
1449	E2 protein (gene: E2)
1450	E2 protein (gene: E2)
1451	L1 protein (gene: L1)
1452	E7 protein (gene: E7)
1453	E4 protein (gene: E4)
1454	L2 protein (gene: L2)
1455	E1 protein (gene: E1)
1456	E6 protein (gene: E6)
1457	major capsid protein L1 (gene: L1)
1458	early protein E1 (gene: E1)
1459	early protein E4 (gene: E4)
1460	early protein E7 (gene: E7)
1461	early protein E6 (gene: E6)
1462	early protein E2 (gene: E2)
1463	late protein L2 (gene: L2)
1464	regulatory protein E2 (gene: E2)
1465	transforming protein E6 (gene: E6)
1466	major capsid protein L1 (gene: L1)
1467	replication protein E1 (gene: E1)
1468	transforming protein E7 (gene: E7)
1469	minor capsid protein L2 (gene: L2)
1470	hypothetical protein (gene: E4)
1471	transforming protein E6 (gene: E6)
1472	replication protein E1 (gene: E1)
1473	minor capsid protein L2 (gene: L2)
1474	regulatory protein E2 (gene: E2)
1475	hypothetical protein (gene: E4)
1476	major capsid protein L1 (gene: L1)
1477	transforming protein E7 (gene: E7)
1478	hypothetical protein (gene: E4)
1479	transforming protein E6 (gene: E6)
1480	minor capsid protein L2 (gene: L2)
1481	transforming protein E7 (gene: E7)
1482	replication protein E1 (gene: E1)
1483	regulatory protein E2 (gene: E2)
1484	major capsid protein L1 (gene: L1)
1485	replication protein E1 (gene: E1)
1486	major capsid protein L1 (gene: L1)
1487	minor capsid protein L2 (gene: L2)
1488	transforming protein E7 (gene: E7)
1489	hypothetical protein (gene: E4)
1490	regulatory protein E2 (gene: E2)
1491	transforming protein E6 (gene: E6)
1492	transforming protein E7 (gene: E7)
1493	replication protein E1 (gene: E1)
1494	minor capsid protein L2 (gene: L2)
1495	regulatory protein E2 (gene: E2)
1496	major capsid protein L1 (gene: L1)
1497	hypothetical protein (gene: E4)
1498	transforming protein E6 (gene: E6)
1499	hypothetical protein (gene: HpV126gp5)
1500	hypothetical protein (gene: HpV126gp4)
1501	hypothetical protein (gene: HpV126gp7)
1502	hypothetical protein (gene: HpV126gp1)
1503	hypothetical protein (gene: HpV126gp2)
1504	hypothetical protein (gene: HpV126gp3)
1505	hypothetical protein (gene: HpV126gp6)
1506	E2
1507	E1
1508	E1^E4
1509	E6
1510	L1
1511	L2
1512	E7
1513	E2 (gene: E2)
1514	E6 (gene: E6)
1515	E7 (gene: E7)
1516	L2 (gene: L2)
1517	L1 (gene: L1)
1518	E4 (gene: E4)
1519	E1 (gene: E1)
1520	L2 (gene: L2)
1521	E1 (gene: E1)
1522	E2 (gene: E2)
1523	E7 (gene: E7)
1524	L1 (gene: L1)
1525	E4 (gene: E4)
1526	E6 (gene: E6)
1527	E1 (gene: E1)
1528	E6 (gene: E6)
1529	E7 (gene: E7)
1530	L1 (gene: L1)
1531	E4 (gene: E4)
1532	E2 (gene: E2)
1533	L2 (gene: L2)
1534	E1 (gene: E1)
1535	E6 (gene: E6)
1536	E4 (gene: E4)
1537	E2 (gene: E2)
1538	E7 (gene: E7)
1539	L2 (gene: L2)
1540	L1 (gene: L1)
1541	L2 (gene: L2)
1542	L1 (gene: L1)
1543	E7 (gene: E7)
1544	E6 (gene: E6)
1545	E1 (gene: E1)
1546	E2 (gene: E2)
1547	E4 (gene: E4)
1548	L1 (gene: L1)
1549	L2 (gene: L2)
1550	E1 (gene: E1)
1551	E2 (gene: E2)
1552	E6 (gene: E6)
1553	E7 (gene: E7)
1554	E4 (gene: E4)
1555	L1 (gene: L1)
1556	E1 (gene: E1)
1557	E4 (gene: E4)
1558	E7 (gene: E7)
1559	L2 (gene: L2)
1560	E2 (gene: E2)
1561	E6 (gene: E6)
1562	hypothetical protein (gene: E4)
1563	major capsid protein (gene: L1)
1564	transforming protein (gene: E6)
1565	transforming protein (gene: E7)
1566	regulatory protein (gene: E2)
1567	replication protein (gene: E1)
1568	minor capsid protein (gene: L2)
1569	transforming protein (gene: E6)
1570	major capsid protein (gene: L1)
1571	replication protein (gene: E1)
1572	hypothetical protein (gene: E4)
1573	regulatory protein (gene: E2)
1574	transforming protein (gene: E7)
1575	minor capsid protein (gene: L2)
1576	replication protein (gene: E1)
1577	major capsid protein (gene: L1)
1578	minor capsid protein (gene: L2)
1579	hypothetical protein (gene: E4)
1580	regulatory protein (gene: E2)
1581	transforming protein (gene: E7)
1582	transforming protein (gene: E6)
1583	replication protein (gene: E1)
1584	minor capsid protein (gene: L2)
1585	major capsid protein (gene: L1)
1586	transforming protein (gene: E6)
1587	transforming protein (gene: E7)
1588	hypothetical protein (gene: E4)
1589	regulatory protein (gene: E2)
1590	hypothetical protein (gene: E4)
1591	regulatory protein (gene: E2)
1592	transforming protein (gene: E7)
1593	minor capsid protein (gene: L2)
1594	replication protein (gene: E1)
1595	transforming protein (gene: E6)
1596	major capsid protein (gene: L1)
1597	replication protein (gene: E1)
1598	minor capsid protein (gene: L2)
1599	transforming protein (gene: E6)
1600	transforming protein (gene: E7)
1601	regulatory protein (gene: E2)
1602	hypothetical protein (gene: E4)
1603	major capsid protein (gene: L1)
1604	hypothetical protein (gene: E4)
1605	transforming protein (gene: E7)
1606	regulatory protein (gene: E2)
1607	minor capsid protein (gene: L2)
1608	replication protein (gene: E1)
1609	transforming protein (gene: E6)
1610	major capsid protein (gene: L1)
1611	transforming protein (gene: E6)
1612	hypothetical protein (gene: E4)
1613	replication protein (gene: E1)
1614	transforming protein (gene: E7)
1615	regulatory protein (gene: E2)
1616	minor capsid protein (gene: L2)
1617	major capsid protein (gene: L1)
1618	transforming protein (gene: E6)
1619	minor capsid protein (gene: L2)
1620	major capsid protein (gene: L1)
1621	regulatory protein (gene: E2)
1622	transforming protein (gene: E7)
1623	replication protein (gene: E1)
1624	hypothetical protein (gene: E4)
1625	minor capsid protein (gene: L2)
1626	replication protein (gene: E1)
1627	major capsid protein (gene: L1)
1628	hypothetical protein (gene: E4)
1629	transforming protein (gene: E7)
1630	transforming protein (gene: E6)
1631	regulatory protein (gene: E2)
1632	regulatory protein (gene: E2)
1633	major capsid protein (gene: L1)
1634	minor capsid protein (gene: L2)
1635	transforming protein (gene: E7)
1636	transforming protein (gene: E6)
1637	replication protein (gene: E1)
1638	hypothetical protein (gene: E4)
1639	minor capsid protein (gene: L2)
1640	hypothetical protein (gene: E4)
1641	transforming protein (gene: E6)
1642	major capsid protein (gene: L1)
1643	regulatory protein (gene: E2)
1644	transforming protein (gene: E7)
1645	replication protein (gene: E1)
1646	regulatory protein (gene: E2)
1647	minor capsid protein (gene: L2)
1648	transforming protein (gene: E6)
1649	transforming protein (gene: E7)
1650	replication protein (gene: E1)
1651	major capsid protein (gene: L1)
1652	hypothetical protein (gene: E4)
1653	E1 (gene: E1)
1654	E6 (gene: E6)
1655	E2 (gene: E2)
1656	E4 (gene: E4)
1657	E7 (gene: E7)
1658	L2 (gene: L2)
1659	L1 (gene: L1)
1660	E1 (gene: E1)
1661	L1 (gene: L1)
1662	E7 (gene: E7)
1663	E6 (gene: E6)
1664	E4 (gene: E4)
1665	L2 (gene: L2)
1666	E2 (gene: E2)
1667	putative E2 product (gene: E2)
1668	putative E1 product (gene: E1)
1669	putative L1 product (gene: L1)
1670	putative E4 product (gene: E4)
1671	putative E7 product (gene: E7)
1672	putative E6 product (gene: E6)
1673	putative L2 product (gene: L2)
1674	putative E1 product (gene: E1)
1675	putative E2 product (gene: E2)
1676	putative E7 product (gene: E7)
1677	putative L1 product (gene: L1)
1678	putative E4 product (gene: E4)
1679	putative E6 protein (gene: E6)
1680	putative L2 product (gene: L2)
1681	E2 protein (gene: E2)
1682	E1 protein (gene: E1)
1683	E6 protein (gene: E6)
1684	E4 protein (gene: E4)
1685	E7 protein (gene: E7)
1686	E2 protein (gene: L2)
1687	L1 protein (gene: L1)
1688	E6
1689	E7
1690	E1
1691	E4
1692	L1
1693	E2
1694	L2
1695	L2
1696	E7
1697	E6
1698	major capsid protein (gene: L1)
1699	E2
1700	E1
1701	E4
1702	late protein L2 (gene: L2)
1703	major capsid protein L1 (gene: L1)
1704	early protein E1 (gene: E1)
1705	early protein E4 (gene: E4)
1706	early protein E7 (gene: E7)
1707	early protein E6 (gene: E6)
1708	early protein E2 (gene: E2)
1709	L1 protein (gene: L1)
1710	E1 protein (gene: E1)
1711	E7 protein (gene: E7)
1712	L2 protein (gene: L2)
1713	E4 protein (gene: E4)
1714	E2 protein (gene: E2)
1715	E6 protein (gene: E6)
1716	E6
1717	L1
1718	E1
1719	L2
1720	E7
1721	E4
1722	E2
1723	E1
1724	E2
1725	E4
1726	E6
1727	L2
1728	E7
1729	L1
1730	E1 protein (gene: E1)
1731	L2 protein (gene: L2)
1732	E6 protein (gene: E6)
1733	L1 protein (gene: L1)
1734	E2 protein (gene: E2)
1735	E7 protein (gene: E7)
1736	E4 protein (gene: E4)
1737	E7 (gene: E7)
1738	E4 (gene: E4)
1739	L2 (gene: L2)
1740	E2 (gene: E2)
1741	E1 (gene: E1)
1742	L1 (gene: L1)
1743	E6 (gene: E6)
1744	E2 protein (gene: E2)
1745	E7 protein (gene: E7)
1746	L1 protein (gene: L1)
1747	L2 protein (gene: L2)
1748	E6 protein (gene: E6)
1749	E1 protein (gene: E1)
1750	E4 protein (gene: E4)
1751	E1 (gene: E1)
1752	L2 (gene: L2)
1753	E6 (gene: E6)
1754	L1 (gene: L1)
1755	E4 (gene: E4)
1756	E7 (gene: E7)
1757	E2 (gene: E2)
1758	early protein (gene: E2)
1759	late protein (gene: L1)
1760	early protein (gene: E7)
